p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
jordanhenderson,2018,40,380,2120,32,33,10772,134,17-06-1990,182,73.5,England,High/High,69.16666667,80,82.16666667,Midfielder,28,4516,51,88.54901961,87,25.5,22.18934911,4,3,0,760,45
jordanhenderson,2019,72,380,2344,30,31,10772,134,17-06-1990,182,73.5,England,High/High,69.16666667,80,82.16666667,Midfielder,29,6636,83,79.95180723,71.33333333,27.66666667,22.18934911,4,3,0,1140,40
jordanhenderson,2020,94,380,1792,21,23,10772,134,17-06-1990,182,73.5,England,High/High,69.16666667,80,82.16666667,Midfielder,30,8980,113,79.46902655,71.5,28.25,22.18934911,4,3,0,1520,72
jordanpickford,2016,63,84,2755,29,31,16478,174,07-03-1994,185,77,England,Medium/Medium,0,0,77,Goalkeeper,22,0,0,0,0,0,22.49817385,3,0,0,0,0
jordanpickford,2020,21,84,2893,31,33,16478,174,07-03-1994,185,77,England,Medium/Medium,0,0,77,Goalkeeper,26,2755,29,95,63,29,22.49817385,3,0,0,84,63
jordonmutch,2017,64,308,0,0,1,68,4,02-12-1991,186,81,England,Medium/Medium,67.25,71,70.25,Midfielder,26,0,0,0,0,0,23.41311134,3,3,0,0,0
jordyclasie,2016,12,173,1061,16,31,1061,16,27-06-1991,169,67.66666667,Netherlands,Medium/High,64,71.5,76.5,Midfielder,25,0,0,0,0,0,23.69198091,3.5,3,0,0,0
joshbrownhill,2020,27,27,2964,33,34,3813,43,19-12-1995,178.3333333,69,England,Medium/Medium,70.33333333,69.33333333,67.33333333,Midfielder,25,0,0,0,0,0,21.69621801,3,3,0,0,0
joshmurphy,2018,43,63,1893,29,33,1893,29,24-02-1995,173,67,England,High/Medium,83,53,67.83333333,Midfielder,23,0,0,0,0,0,22.38631428,3.5,3,0,0,0
joshonomah,2020,90,373,408,11,24,450,16,27-04-1997,184.1666667,75.16666667,England,Medium/Medium,75.16666667,57.16666667,69.16666667,Midfielder,23,0,0,0,0,0,22.1617084,3,3,0,0,0
joshuaking,2016,9,153,2837,36,36,10802,141,15-01-1992,182,76.66666667,Norway,Medium/Medium,89,68.5,75.33333333,Forward,24,0,0,0,0,0,23.14535282,3,2,0,0,0
joshuaking,2017,7,153,2581,33,33,10802,141,15-01-1992,182,76.66666667,Norway,Medium/Medium,89,68.5,75.33333333,Forward,25,2837,36,78.80555556,9,36,23.14535282,3,2,0,153,9
joshuaking,2018,35,153,3095,35,35,10802,141,15-01-1992,182,76.66666667,Norway,Medium/Medium,89,68.5,75.33333333,Forward,26,5418,69,78.52173913,8,34.5,23.14535282,3,2,0,306,7
joshuaking,2019,102,153,2098,26,26,10802,141,15-01-1992,182,76.66666667,Norway,Medium/Medium,89,68.5,75.33333333,Forward,27,8513,104,81.85576923,17,34.66666667,23.14535282,3,2,0,459,35
josipdrmic,2019,152,410,772,21,25,772,21,08-08-1992,182.3333333,79.16666667,Switzerland,Medium/Medium,76.66666667,69.66666667,74.83333333,Forward,27,0,0,0,0,0,23.81278638,3,2,0,0,0
juanfoyth,2018,79,360,986,12,23,1064,16,12-01-1998,187,69,Argentina,Medium/High,70.5,68.5,71.75,Defender,20,0,0,0,0,0,19.73176242,3.5,1,0,0,0
juanfoyth,2019,227,360,78,4,11,1064,16,12-01-1998,187,69,Argentina,Medium/High,70.5,68.5,71.75,Defender,21,986,12,82.16666667,79,12,19.73176242,3.5,1,0,360,79
julienngoy,2017,46,64,24,1,3,93,6,02-11-1997,185,72,Belgium,Medium/Low,79,65,63.33333333,Forward,20,0,0,0,0,0,21.03725347,2.5,2,0,0,0
juninhobacuna,2018,48,48,1489,21,26,1489,21,07-08-1997,180.3333333,74.83333333,Netherlands,Medium/Medium,71.66666667,68.33333333,68,Midfielder,21,0,0,0,0,0,23.01140149,3,3,0,0,0
juniorstanislas,2016,118,660,1521,21,25,4765,78,26-11-1989,183,76,England,High/Medium,77.5,55.33333333,72,Midfielder,27,0,0,0,0,0,22.69401893,3.5,3,0,0,0
juniorstanislas,2017,180,660,1379,19,19,4765,78,26-11-1989,183,76,England,High/Medium,77.5,55.33333333,72,Midfielder,28,1521,21,72.42857143,118,21,22.69401893,3.5,3,0,660,118
juniorstanislas,2018,306,660,1108,23,23,4765,78,26-11-1989,183,76,England,High/Medium,77.5,55.33333333,72,Midfielder,29,2900,40,72.5,149,20,22.69401893,3.5,3,1,1320,180
juniorstanislas,2019,26,660,757,15,19,4765,78,26-11-1989,183,76,England,High/Medium,77.5,55.33333333,72,Midfielder,30,4008,63,63.61904762,201.3333333,21,22.69401893,3.5,3,1,1980,306
kadeemharris,2018,12,12,426,13,26,426,13,08-06-1993,175,68,England,High/Medium,84.16666667,55.83333333,64.33333333,Midfielder,25,0,0,0,0,0,22.20408163,3.5,3,0,0,0
kaihavertz,2020,19,63,1604,27,31,1604,27,11-06-1999,187.4,80,Germany,Medium/Medium,75.6,60.2,75.6,Midfielder,21,0,0,0,0,0,22.77984758,3,3,0,0,0
kalvinphillips,2020,60,60,2558,29,29,2558,29,02-12-1995,177.6666667,72,England,Medium/High,67.16666667,76.5,69.5,Midfielder,25,0,0,0,0,0,22.80975328,3.5,3,0,0,0
kamilgrosicki,2016,32,155,962,12,12,1116,15,08-06-1988,180,78,Poland,Medium/Low,84.33333333,59.83333333,74.83333333,Midfielder,28,0,0,0,0,0,24.07407407,2.5,3,0,0,0
kamilgrosicki,2020,74,155,154,3,10,1116,15,08-06-1988,180,78,Poland,Medium/Low,84.33333333,59.83333333,74.83333333,Midfielder,32,962,12,80.16666667,32,12,24.07407407,2.5,3,0,155,32
karldarlow,2017,21,204,950,10,35,3325,35,08-10-1990,187.5,80.16666667,England,Medium/Medium,0,0,70.83333333,Goalkeeper,27,0,0,0,0,0,22.80296296,3,0,0,0,0
karldarlow,2018,109,204,0,0,23,3325,35,08-10-1990,187.5,80.16666667,England,Medium/Medium,0,0,70.83333333,Goalkeeper,28,950,10,95,21,10,22.80296296,3,0,0,204,21
karldarlow,2019,14,204,0,0,37,3325,35,08-10-1990,187.5,80.16666667,England,Medium/Medium,0,0,70.83333333,Goalkeeper,29,950,10,95,65,5,22.80296296,3,0,0,408,109
karldarlow,2020,60,204,2375,25,31,3325,35,08-10-1990,187.5,80.16666667,England,Medium/Medium,0,0,70.83333333,Goalkeeper,30,950,10,95,48,3.333333333,22.80296296,3,0,0,612,14
kaseypalmer,2017,82,190,184,4,4,184,4,09-11-1996,176.6666667,68,England,High/Medium,74.33333333,57.83333333,68.66666667,Midfielder,21,0,0,0,0,0,21.78711285,3.5,3,0,0,0
kasperschmeichel,2016,44,73,2812,30,30,16768,177,05-11-1986,187.6666667,84.66666667,Denmark,Medium/Medium,0,0,81.83333333,Goalkeeper,30,0,0,0,0,0,24.04020582,3,0,0,0,0
kasperschmeichel,2017,29,73,3126,33,33,16768,177,05-11-1986,187.6666667,84.66666667,Denmark,Medium/Medium,0,0,81.83333333,Goalkeeper,31,2812,30,93.73333333,44,30,24.04020582,3,0,0,73,44
keanbryan,2020,21,47,1052,13,23,1052,13,01-11-1996,184.4,72,England,Medium/High,63,70.2,63,Defender,24,0,0,0,0,0,21.17437806,3.5,1,0,0,0
keinandavis,2019,115,152,608,18,21,946,33,13-02-1998,186.5,71.5,England,Medium/Medium,69,71.25,64.5,Forward,21,0,0,0,0,0,20.55646199,3,2,0,0,0
keinandavis,2020,37,152,338,15,33,946,33,13-02-1998,186.5,71.5,England,Medium/Medium,69,71.25,64.5,Forward,22,608,18,33.77777778,115,18,20.55646199,3,2,0,152,115
kelechiiheanacho,2017,4,8,893,21,32,5099,115,03-10-1996,183.3333333,79.66666667,Nigeria,High/Medium,81.66666667,66.83333333,73,Forward,21,0,0,0,0,0,23.70247934,3.5,2,0,0,0
kelechiiheanacho,2019,4,8,1011,20,29,5099,115,03-10-1996,183.3333333,79.66666667,Nigeria,High/Medium,81.66666667,66.83333333,73,Forward,23,893,21,42.52380952,4,21,23.70247934,3.5,2,0,8,4
kennethzohore,2018,90,487,816,19,25,816,19,31-01-1994,192,96,Denmark,Medium/Low,64.33333333,72.83333333,69.16666667,Forward,24,0,0,0,0,0,26.04166667,2.5,2,0,0,0
kennymclean,2019,6,99,3141,37,38,3141,37,08-01-1992,182.3333333,70,Scotland,High/High,72.66666667,68.16666667,70.83333333,Midfielder,27,0,0,0,0,0,21.05551638,4,3,0,0,0
kennytete,2020,98,199,1562,22,24,1562,22,09-10-1995,180,73.33333333,Netherlands,Medium/High,75.66666667,76.66666667,76.83333333,Defender,25,0,0,0,0,0,22.63374486,3.5,1,0,0,0
kensema,2019,27,27,0,0,1,794,17,30-09-1993,178.8,69,Sweden,Medium/Medium,79,68.8,69.6,Midfielder,26,0,0,0,0,0,21.58311187,3,3,0,0,0
kepaarrizabalaga,2018,3,200,3420,36,38,7175,76,03-10-1994,187.1666667,84.5,Spain,Medium/Medium,0,0,79.33333333,Goalkeeper,24,0,0,0,0,0,24.12124374,3,0,0,0,0
kepaarrizabalaga,2020,57,200,620,7,35,7175,76,03-10-1994,187.1666667,84.5,Spain,Medium/Medium,0,0,79.33333333,Goalkeeper,26,3420,36,95,3,36,24.12124374,3,0,0,200,3
kevindebruyne,2016,31,287,3009,36,37,12312,152,28-06-1991,181,71.66666667,Belgium,High/High,76.33333333,76.5,89.33333333,Midfielder,25,0,0,0,0,0,21.87560412,4,3,0,0,0
kevindebruyne,2018,161,287,1081,19,20,12312,152,28-06-1991,181,71.66666667,Belgium,High/High,76.33333333,76.5,89.33333333,Midfielder,27,3009,36,83.58333333,31,36,21.87560412,4,3,0,287,31
kevindebruyne,2019,24,287,2917,35,36,12312,152,28-06-1991,181,71.66666667,Belgium,High/High,76.33333333,76.5,89.33333333,Midfielder,28,4090,55,74.36363636,96,27.5,21.87560412,4,3,1,574,161
kevindebruyne,2020,71,287,2096,25,29,12312,152,28-06-1991,181,71.66666667,Belgium,High/High,76.33333333,76.5,89.33333333,Midfielder,29,7007,90,77.85555556,72,30,21.87560412,4,3,0,861,24
kevinlong,2016,133,175,285,3,5,3626,41,18-08-1990,188.1666667,82,Republic of Ireland,Low/Medium,56.5,71.66666667,69.83333333,Defender,26,0,0,0,0,0,23.15946215,2.5,1,0,0,0
kevinlong,2019,30,175,602,8,29,3626,41,18-08-1990,188.1666667,82,Republic of Ireland,Low/Medium,56.5,71.66666667,69.83333333,Defender,29,285,3,95,133,3,23.15946215,2.5,1,1,175,133
kevinlong,2020,12,175,676,8,29,3626,41,18-08-1990,188.1666667,82,Republic of Ireland,Low/Medium,56.5,71.66666667,69.83333333,Defender,30,887,11,80.63636364,81.5,5.5,23.15946215,2.5,1,0,350,30
kevinmcdonald,2018,57,701,909,15,19,909,15,04-11-1988,190.3333333,88.83333333,Scotland,Medium/Medium,59,73.83333333,72.5,Midfielder,30,0,0,0,0,0,24.52145589,3,3,0,0,0
kevinwimmer,2016,10,10,376,5,27,1777,22,15-11-1992,187,85,Austria,Medium/Medium,58.66666667,74,75.5,Defender,24,0,0,0,0,0,24.30724356,3,1,0,0,0
kierangibbs,2016,21,35,742,11,31,4617,54,26-09-1989,178.6666667,70,England,High/Medium,78.83333333,71.33333333,77.5,Defender,27,0,0,0,0,0,21.92860325,3.5,1,0,0,0
kierangibbs,2020,14,35,905,10,17,4617,54,26-09-1989,178.6666667,70,England,High/Medium,78.83333333,71.33333333,77.5,Defender,31,742,11,67.45454545,21,11,21.92860325,3.5,1,0,35,21
kierantierney,2019,96,421,1037,15,19,3504,42,05-06-1997,178,72.33333333,Scotland,High/High,79.83333333,71.16666667,70.16666667,Defender,22,0,0,0,0,0,22.82960906,4,1,0,0,0
kierantierney,2020,83,421,2467,27,27,3504,42,05-06-1997,178,72.33333333,Scotland,High/High,79.83333333,71.16666667,70.16666667,Defender,23,1037,15,69.13333333,96,15,22.82960906,4,1,0,421,96
kierantrippier,2017,14,117,2020,24,35,5023,62,19-09-1990,176.6666667,71.33333333,England,High/High,76,73,79.33333333,Defender,27,0,0,0,0,0,22.85510858,4,1,0,0,0
kierantrippier,2018,68,117,2398,27,31,5023,62,19-09-1990,176.6666667,71.33333333,England,High/High,76,73,79.33333333,Defender,28,2020,24,84.16666667,14,24,22.85510858,4,1,0,117,14
konstantinosmavropanos,2018,126,298,154,4,7,439,7,11-12-1997,194,88,Greece,Medium/High,62,75,70.33333333,Defender,21,0,0,0,0,0,23.38186842,3.5,1,0,0,0
konstantinosmavropanos,2019,81,298,0,0,3,439,7,11-12-1997,194,88,Greece,Medium/High,62,75,70.33333333,Defender,22,154,4,38.5,126,4,23.38186842,3.5,1,1,298,126
konstantinosstafylidis,2017,196,605,354,5,6,354,5,02-12-1993,178,73.33333333,Greece,High/Medium,77.33333333,69.16666667,73.66666667,Defender,24,0,0,0,0,0,23.14522577,3.5,1,0,0,0
konstantinostsimikas,2020,82,82,13,2,22,13,2,12-05-1996,177.5,72.5,Greece,High/Medium,83.25,70.5,71,Defender,24,0,0,0,0,0,23.01130728,3.5,1,0,0,0
kortneyhause,2018,13,196,0,0,11,2299,25,16-07-1995,190,85,England,Medium/Medium,64.66666667,72.33333333,67.33333333,Defender,23,0,0,0,0,0,23.54570637,3,1,0,0,0
kortneyhause,2019,21,196,1634,18,20,2299,25,16-07-1995,190,85,England,Medium/Medium,64.66666667,72.33333333,67.33333333,Defender,24,0,0,0,13,0,23.54570637,3,1,0,196,13
kortneyhause,2020,162,196,665,7,17,2299,25,16-07-1995,190,85,England,Medium/Medium,64.66666667,72.33333333,67.33333333,Defender,25,1634,18,90.77777778,17,9,23.54570637,3,1,0,392,21
kurtzouma,2017,7,13,3047,33,34,10663,125,27-10-1994,190,92.16666667,France,Medium/Medium,67.66666667,82.33333333,79,Defender,23,0,0,0,0,0,25.53093259,3,1,0,0,0
kurtzouma,2020,6,13,2099,24,35,10663,125,27-10-1994,190,92.16666667,France,Medium/Medium,67.66666667,82.33333333,79,Defender,26,3047,33,92.33333333,7,33,25.53093259,3,1,0,13,7
kylebartley,2017,202,227,254,5,15,2983,35,22-05-1991,194,94,England,Medium/High,58,79.83333333,71.5,Defender,26,0,0,0,0,0,24.97608673,3.5,1,0,0,0
kylebartley,2020,25,227,2729,30,33,2983,35,22-05-1991,194,94,England,Medium/High,58,79.83333333,71.5,Defender,29,254,5,50.8,202,5,24.97608673,3.5,1,1,227,202
kyletaylor,2018,91,105,0,0,6,0,0,28-08-1999,178,70,England,Medium/Medium,66,52.33333333,60,Midfielder,19,0,0,0,0,0,22.09317005,3,3,0,0,0
kylewalker,2016,17,59,2844,33,35,13331,151,28-05-1990,181.3333333,72.16666667,England,High/High,90.5,80.83333333,82.66666667,Defender,26,0,0,0,0,0,21.94731293,4,1,0,0,0
kylewalker,2018,17,59,2937,33,37,13331,151,28-05-1990,181.3333333,72.16666667,England,High/High,90.5,80.83333333,82.66666667,Defender,28,2844,33,86.18181818,17,33,21.94731293,4,1,0,59,17
kylewalker,2019,21,59,2511,29,36,13331,151,28-05-1990,181.3333333,72.16666667,England,High/High,90.5,80.83333333,82.66666667,Defender,29,5781,66,87.59090909,17,33,21.94731293,4,1,0,118,17
kylewalker,2020,4,59,2056,24,33,13331,151,28-05-1990,181.3333333,72.16666667,England,High/High,90.5,80.83333333,82.66666667,Defender,30,8292,95,87.28421053,18.33333333,31.66666667,21.94731293,4,1,0,177,21
laurentkoscielny,2016,14,362,3054,33,33,6806,75,10-09-1985,186,75,France,Medium/High,68.5,75.66666667,82.33333333,Defender,31,0,0,0,0,0,21.6788068,3.5,1,0,0,0
laurentkoscielny,2017,223,362,2342,25,26,6806,75,10-09-1985,186,75,France,Medium/High,68.5,75.66666667,82.33333333,Defender,32,3054,33,92.54545455,14,33,21.6788068,3.5,1,0,362,14
laurentkoscielny,2018,42,362,1410,17,19,6806,75,10-09-1985,186,75,France,Medium/High,68.5,75.66666667,82.33333333,Defender,33,5396,58,93.03448276,118.5,29,21.6788068,3.5,1,1,724,223
lazarmarkovic,2016,72,267,1037,12,12,1087,13,02-03-1994,175,65.5,Serbia,Medium/Medium,89,53.5,76.25,Midfielder,22,0,0,0,0,0,21.3877551,3,3,0,0,0
lazarmarkovic,2018,91,267,50,1,2,1087,13,02-03-1994,175,65.5,Serbia,Medium/Medium,89,53.5,76.25,Midfielder,24,1037,12,86.41666667,72,12,21.3877551,3,3,0,267,72
leanderdendoncker,2018,29,65,1544,19,27,7151,90,15-04-1995,188.6666667,86.33333333,Belgium,High/High,67.33333333,80.5,76.66666667,Midfielder,23,0,0,0,0,0,24.25426713,4,3,0,0,0
leanderdendoncker,2019,0,65,2957,38,38,7151,90,15-04-1995,188.6666667,86.33333333,Belgium,High/High,67.33333333,80.5,76.66666667,Midfielder,24,1544,19,81.26315789,29,19,24.25426713,4,3,0,65,29
leanderdendoncker,2020,26,65,2650,33,34,7151,90,15-04-1995,188.6666667,86.33333333,Belgium,High/High,67.33333333,80.5,76.66666667,Midfielder,25,4501,57,78.96491228,14.5,28.5,24.25426713,4,3,0,130,0
leandrotrossard,2019,47,252,2108,31,34,4818,66,04-12-1994,172,66.33333333,Belgium,High/Medium,79.66666667,58.5,73.33333333,Forward,25,0,0,0,0,0,22.42202993,3.5,2,0,0,0
leandrotrossard,2020,25,252,2710,35,36,4818,66,04-12-1994,172,66.33333333,Belgium,High/Medium,79.66666667,58.5,73.33333333,Forward,26,2108,31,68,47,31,22.42202993,3.5,2,0,252,47
leecattermole,2016,261,321,645,8,9,645,8,21-03-1988,178,76,England,Low/High,64,79.25,75.5,Midfielder,28,0,0,0,0,0,23.98687034,3,3,0,0,0
leegrant,2017,50,187,285,3,29,2945,31,27-01-1983,193,83,England,Medium/Medium,0,0,70.16666667,Goalkeeper,34,0,0,0,0,0,22.28247738,3,0,0,0,0
leegrant,2019,137,187,0,0,3,2945,31,27-01-1983,193,83,England,Medium/Medium,0,0,70.16666667,Goalkeeper,36,285,3,95,50,3,22.28247738,3,0,0,187,50
leepeltier,2018,48,75,1632,19,31,1875,23,11-12-1986,177.1666667,73,England,Low/High,63.83333333,74.16666667,69,Midfielder,32,0,0,0,0,0,23.2572752,3,3,0,0,0
leightonbaines,2017,94,94,2010,22,23,5803,68,11-12-1984,170,70.8,England,High/Medium,67.8,68.6,80.4,Defender,33,0,0,0,0,0,24.4982699,3.5,1,0,0,0
leonardoulloa,2016,29,211,510,16,24,846,30,26-07-1986,186.3333333,84.83333333,Argentina,Medium/Medium,45.66666667,78.83333333,72.83333333,Forward,30,0,0,0,0,0,24.43348556,3,2,0,0,0
leonbalogun,2018,67,373,631,8,25,631,8,28-06-1988,190,88,Nigeria,Medium/Medium,65.16666667,75.66666667,73.66666667,Defender,30,0,0,0,0,0,24.3767313,3,1,0,0,0
leonbalogun,2019,62,373,0,0,4,631,8,28-06-1988,190,88,Nigeria,Medium/Medium,65.16666667,75.66666667,73.66666667,Defender,31,631,8,78.875,67,8,24.3767313,3,1,0,373,67
leonbritton,2016,18,110,1191,16,25,1500,21,16-09-1982,167,65,England,Low/Medium,55.33333333,65,77,Midfielder,34,0,0,0,0,0,23.30668005,2.5,3,0,0,0
leonbritton,2017,92,110,309,5,7,1500,21,16-09-1982,167,65,England,Low/Medium,55.33333333,65,77,Midfielder,35,1191,16,74.4375,18,16,23.30668005,2.5,3,0,110,18
leroyfer,2017,188,386,1474,20,24,4017,54,05-01-1990,188,82.66666667,Netherlands,Medium/Medium,71,81.33333333,75.5,Midfielder,27,0,0,0,0,0,23.38916553,3,3,0,0,0
lewiscook,2016,92,610,456,6,9,5031,75,03-02-1997,174.6666667,69.33333333,England,Medium/Medium,72.33333333,69.33333333,73.33333333,Midfielder,19,0,0,0,0,0,22.72594837,3,3,0,0,0
lewiscook,2018,282,610,771,13,15,5031,75,03-02-1997,174.6666667,69.33333333,England,Medium/Medium,72.33333333,69.33333333,73.33333333,Midfielder,21,456,6,76,92,6,22.72594837,3,3,0,610,92
lewisdunk,2018,26,26,3345,36,36,13496,143,21-11-1991,192,88,England,High/Medium,51.66666667,76.66666667,75.33333333,Defender,27,0,0,0,0,0,23.87152778,3.5,1,0,0,0
liamcooper,2020,57,135,2352,25,26,2352,25,30-08-1991,186.6666667,74.5,Scotland,Medium/High,54.33333333,74.33333333,71,Defender,29,0,0,0,0,0,21.3807398,3.5,1,0,0,0
lloydkelly,2019,269,299,678,8,14,678,8,01-10-1998,186.6,71.2,England,Medium/Medium,77.4,63.6,62.6,Defender,21,0,0,0,0,0,20.44827677,3,1,0,0,0
loriskarius,2016,42,90,950,10,35,2755,29,22-06-1993,189.3333333,85,Germany,Medium/Medium,0,0,79.33333333,Goalkeeper,23,0,0,0,0,0,23.71181313,3,0,0,0,0
loriskarius,2017,14,90,1805,19,38,2755,29,22-06-1993,189.3333333,85,Germany,Medium/Medium,0,0,79.33333333,Goalkeeper,24,950,10,95,42,10,23.71181313,3,0,0,90,42
loriskarius,2018,5,90,0,0,1,2755,29,22-06-1993,189.3333333,85,Germany,Medium/Medium,0,0,79.33333333,Goalkeeper,25,2755,29,95,28,14.5,23.71181313,3,0,0,180,14
lovrekalinic,2019,235,288,0,0,1,0,0,03-04-1990,201,99,Croatia,Medium/Medium,0,0,76,Goalkeeper,29,0,0,0,0,0,24.50434395,3,0,0,0,0
lucasdigne,2018,20,130,3155,35,36,9190,100,20-07-1993,178,74,France,High/Medium,77.83333333,74,79.83333333,Defender,25,0,0,0,0,0,23.35563691,3.5,1,0,0,0
lucasdigne,2019,33,130,3185,35,36,9190,100,20-07-1993,178,74,France,High/Medium,77.83333333,74,79.83333333,Defender,26,3155,35,90.14285714,20,35,23.35563691,3.5,1,0,130,20
lucasdigne,2020,46,130,2850,30,30,9190,100,20-07-1993,178,74,France,High/Medium,77.83333333,74,79.83333333,Defender,27,6340,70,90.57142857,26.5,35,23.35563691,3.5,1,0,260,33
lucastorreira,2018,12,139,2530,34,34,4138,63,11-02-1996,167.5,63.5,Uruguay,Medium/High,75.33333333,69.83333333,74.33333333,Midfielder,22,0,0,0,0,0,22.63310314,3.5,3,0,0,0
lucastorreira,2019,127,139,1608,29,33,4138,63,11-02-1996,167.5,63.5,Uruguay,Medium/High,75.33333333,69.83333333,74.33333333,Midfielder,23,2530,34,74.41176471,12,34,22.63310314,3.5,3,0,139,12
lucianonarsingh,2016,27,27,460,13,15,1147,31,13-09-1990,176.6666667,73.66666667,Netherlands,Medium/Low,91.16666667,56.66666667,74.33333333,Midfielder,26,0,0,0,0,0,23.60270559,2.5,3,0,0,0
lukamilivojevic,2017,2,33,3246,36,37,13276,150,07-04-1991,186,80,Serbia,Medium/High,58.33333333,81.66666667,77.33333333,Midfielder,26,0,0,0,0,0,23.12406059,3.5,3,0,0,0
lukamilivojevic,2019,8,33,2649,31,32,13276,150,07-04-1991,186,80,Serbia,Medium/High,58.33333333,81.66666667,77.33333333,Midfielder,28,3246,36,90.16666667,2,36,23.12406059,3.5,3,0,33,2
lukamilivojevic,2020,23,33,2489,31,32,13276,150,07-04-1991,186,80,Serbia,Medium/High,58.33333333,81.66666667,77.33333333,Midfielder,29,5895,67,87.98507463,5,33.5,23.12406059,3.5,3,0,66,8
lukaszfabianski,2018,3,138,3610,38,38,16294,173,18-04-1985,190,83,Poland,Medium/Medium,0,0,80.16666667,Goalkeeper,33,0,0,0,0,0,22.99168975,3,0,0,0,0
lukaszfabianski,2019,112,138,2234,25,25,16294,173,18-04-1985,190,83,Poland,Medium/Medium,0,0,80.16666667,Goalkeeper,34,3610,38,95,3,38,22.99168975,3,0,0,138,3
lukaszfabianski,2020,23,138,3325,35,35,16294,173,18-04-1985,190,83,Poland,Medium/Medium,0,0,80.16666667,Goalkeeper,35,5844,63,92.76190476,57.5,31.5,22.99168975,3,0,0,276,112
lukeshaw,2016,176,402,719,11,15,8918,107,12-07-1995,183,75,England,High/Medium,82.16666667,76.33333333,79.66666667,Defender,21,0,0,0,0,0,22.39541342,3.5,1,0,0,0
lukeshaw,2018,53,402,2732,29,29,8918,107,12-07-1995,183,75,England,High/Medium,82.16666667,76.33333333,79.66666667,Defender,23,719,11,65.36363636,176,11,22.39541342,3.5,1,1,402,176
lukeshaw,2019,84,402,1829,24,24,8918,107,12-07-1995,183,75,England,High/Medium,82.16666667,76.33333333,79.66666667,Defender,24,3451,40,86.275,114.5,20,22.39541342,3.5,1,0,804,53
lukeshaw,2020,89,402,2800,32,34,8918,107,12-07-1995,183,75,England,High/Medium,82.16666667,76.33333333,79.66666667,Defender,25,5280,64,82.5,104.3333333,21.33333333,22.39541342,3.5,1,0,1206,84
lyndengooch,2016,62,62,398,11,19,398,11,24-12-1995,173,69,United States,Medium/Medium,78.33333333,65.5,66.16666667,Midfielder,21,0,0,0,0,0,23.05456246,3,3,0,0,0
lysmousset,2018,4,134,451,23,34,3085,98,08-02-1996,184.1666667,80.33333333,France,Medium/Medium,79.83333333,62,69,Forward,22,0,0,0,0,0,23.68501873,3,2,0,0,0
lysmousset,2019,14,134,1327,30,33,3085,98,08-02-1996,184.1666667,80.33333333,France,Medium/Medium,79.83333333,62,69,Forward,23,451,23,19.60869565,4,23,23.68501873,3,2,0,134,4
lysmousset,2020,116,134,334,11,19,3085,98,08-02-1996,184.1666667,80.33333333,France,Medium/Medium,79.83333333,62,69,Forward,24,1778,53,33.54716981,9,26.5,23.68501873,3,2,0,268,14
maartenstekelenburg,2016,30,248,1774,19,32,1774,19,22-09-1982,197,92,Netherlands,Medium/Medium,0,0,74.33333333,Goalkeeper,34,0,0,0,0,0,23.70584143,3,0,0,0,0
maartenstekelenburg,2017,208,248,0,0,8,1774,19,22-09-1982,197,92,Netherlands,Medium/Medium,0,0,74.33333333,Goalkeeper,35,1774,19,93.36842105,30,19,23.70584143,3,0,0,248,30
mamadousakho,2016,187,805,722,8,10,6269,72,13-02-1990,187,83,France,Medium/High,57.33333333,83.33333333,79.83333333,Defender,26,0,0,0,0,0,23.73530842,3.5,1,0,0,0
mamadousakho,2017,50,805,1643,19,21,6269,72,13-02-1990,187,83,France,Medium/High,57.33333333,83.33333333,79.83333333,Defender,27,722,8,90.25,187,8,23.73530842,3.5,1,1,805,187
mamadousakho,2018,191,805,2547,27,27,6269,72,13-02-1990,187,83,France,Medium/High,57.33333333,83.33333333,79.83333333,Defender,28,2365,27,87.59259259,118.5,13.5,23.73530842,3.5,1,0,1610,50
mamadousakho,2019,131,805,1062,14,16,6269,72,13-02-1990,187,83,France,Medium/High,57.33333333,83.33333333,79.83333333,Defender,29,4912,54,90.96296296,142.6666667,18,23.73530842,3.5,1,1,2415,191
mamadousakho,2020,246,805,295,4,12,6269,72,13-02-1990,187,83,France,Medium/High,57.33333333,83.33333333,79.83333333,Defender,30,5974,68,87.85294118,139.75,17,23.73530842,3.5,1,1,3220,131
manologabbiadini,2016,32,155,746,11,11,2434,51,26-11-1991,183.5,77.5,Italy,High/Low,73.33333333,68.16666667,77.66666667,Forward,25,0,0,0,0,0,23.01598497,3,2,0,0,0
manologabbiadini,2018,9,155,520,12,12,2434,51,26-11-1991,183.5,77.5,Italy,High/Low,73.33333333,68.16666667,77.66666667,Forward,27,746,11,67.81818182,32,11,23.01598497,3,2,0,155,32
manuellanzini,2016,55,492,2827,35,35,7765,113,15-02-1993,168,61.33333333,Argentina,Medium/Medium,80,50.33333333,79.16666667,Midfielder,23,0,0,0,0,0,21.73091459,3,3,0,0,0
