player_name,age,nationality,club,overall,potential,pace,shooting,passing,dribbling,physical,market_value
Ilkay Becker,30,Japan,Real Madrid,74,74,72,73,74,63,74,58350337
Neymar Mount,29,USA,Bayern Munich,57,61,57,43,61,68,57,45833269
Jan Jota,20,Norway,Arsenal,54,58,49,57,54,51,59,43706284
Kevin Reus,31,Spain,AC Milan,73,79,62,84,70,67,77,60467417
Ruben Junior,22,Netherlands,Dortmund,83,85,98,60,91,75,83,66407296
Darwin Suarez,27,Italy,Manchester United,71,75,70,60,62,69,72,56706947
Mason Nunez,17,Uruguay,Manchester United,72,72,83,77,64,70,66,57596827
Kevin Salah,28,Germany,Manchester City,71,71,68,80,74,64,71,56098293
Manuel Valverde,24,Belgium,Chelsea,69,75,73,79,65,56,80,57066428
Angel Mbappe,24,Korea,AC Milan,68,68,68,67,68,77,76,53794966
David Reus,20,Korea,Chelsea,86,87,93,78,93,76,92,67833675
Phil Salah,29,Korea,Liverpool,73,73,70,66,72,72,64,58139201
Mason Silva,34,Belgium,Barcelona,65,65,68,55,77,58,62,51941839
Sadio Becker,17,Portugal,Juventus,73,79,68,78,78,66,72,59045770
Marcus De Bruyne,17,England,Dortmund,61,73,54,61,54,69,63,51671412
Ilkay Pogba,32,Uruguay,Juventus,84,85,92,84,92,88,88,65907663
Angel Jota,30,Morocco,Juventus,68,68,64,66,58,59,64,53218584
Paul Silva,28,Portugal,PSG,72,74,74,73,70,53,72,57865326
Lionel Pogba,38,Korea,Liverpool,93,95,99,87,86,98,90,74065738
Joao Valverde,36,England,Liverpool,71,73,78,69,70,74,69,55850877
Riyad Nunez,35,Uruguay,Juventus,69,73,76,63,68,62,72,56449926
Mohamed Valverde,35,USA,Barcelona,69,69,63,74,65,76,60,53549052
Manuel Mount,27,Uruguay,Manchester United,83,88,93,87,97,90,91,67938330
Bernardo Lewandowski,23,Germany,Sevilla,81,85,75,87,81,68,88,66491578
Ilkay Valverde,35,Japan,Manchester City,81,86,79,75,87,86,83,65182484
Karim Messi,19,Argentina,Chelsea,80,95,80,76,83,84,83,68089313
Cristiano Hernandez,39,Morocco,Juventus,72,82,69,74,72,55,56,60454826
Ederson Rashford,33,Croatia,Ajax,81,83,92,73,79,75,85,63923403
Sergio Valverde,36,USA,Liverpool,95,99,99,92,97,90,98,77466018
Darwin Busquets,40,Korea,PSG,73,77,67,81,78,81,83,58683959
Pedri Alcantara,17,France,Real Madrid,88,90,71,88,89,85,94,70050439
Gavi Mendy,33,Italy,Bayern Munich,75,75,62,81,76,71,77,59885045
Sergio Fernandes,32,Argentina,Arsenal,61,66,55,59,74,58,57,49473176
Andre Rice,26,Argentina,Barcelona,77,84,84,75,62,88,84,63497122
Paul Ter Stegen,31,Croatia,Sevilla,63,73,65,59,66,57,62,53188781
Declan Foden,23,Korea,Liverpool,65,65,65,76,64,72,62,52288509
Bernardo Kane,22,Portugal,Real Madrid,65,73,57,67,64,57,59,53049656
Darwin Rashford,25,Norway,Juventus,69,74,68,69,77,78,71,55537579
Marco Suarez,30,Netherlands,AC Milan,76,82,60,73,84,69,72,62088798
Harry Jota,35,Morocco,Liverpool,75,79,68,83,75,67,67,61127730
Marco Mount,34,Morocco,Dortmund,63,69,70,64,61,59,53,51439418
Gavi Alcantara,22,Croatia,Bayern Munich,92,92,78,90,96,89,89,73255297
Phil Kane,33,Netherlands,Leipzig,75,82,75,87,73,69,79,61397899
Darwin Becker,22,Spain,Liverpool,91,91,82,88,95,87,89,73255075
Karim Gundogan,20,Netherlands,Liverpool,69,72,68,68,72,70,63,55898381
Pedri De Bruyne,39,Brazil,Ajax,57,58,54,69,54,56,59,45118880
Cristiano Felix,24,Portugal,Roma,56,58,73,68,73,71,55,44660149
Manuel Ter Stegen,30,Norway,Atletico Madrid,64,70,55,64,60,61,65,53348655
Ilkay Suarez,25,England,AC Milan,72,72,69,61,84,74,70,56188415
Bruno Becker,31,Belgium,Ajax,73,73,68,66,78,66,74,57726259
Thomas Silva,27,Japan,Liverpool,65,69,56,69,61,63,66,52451756
Mason Mbappe,20,Japan,Real Madrid,78,86,83,82,78,75,76,64733167
Kylian Suarez,37,Korea,Manchester City,87,97,87,85,89,77,94,71685234
Thomas Mbappe,38,Netherlands,AC Milan,75,78,79,76,72,77,83,59315384
Phil Silva,22,Korea,Barcelona,73,78,76,77,50,75,63,58665126
Thiago Mahrez,37,Germany,Juventus,64,71,67,70,72,65,61,51676497
Rodrygo Mahrez,20,Croatia,Roma,81,86,74,99,83,89,91,66793637
Riyad Mount,40,Italy,Liverpool,55,55,47,66,71,56,55,43562896
Paul Mane,19,Italy,Manchester City,80,81,79,78,73,75,73,63026467
Ilkay Valverde,39,France,Inter Milan,86,92,99,93,87,98,92,70676655
Alisson Kane,28,Uruguay,Barcelona,78,84,80,77,74,78,81,63266498
Lionel Mendy,40,Croatia,Inter Milan,78,84,79,75,75,80,77,64077429
Ruben Ronaldo,35,Croatia,Real Madrid,75,78,71,75,70,73,75,61077257
Luka Silva,19,Portugal,Inter Milan,83,83,81,88,87,81,83,65211018
Erling Lewandowski,38,Brazil,Chelsea,66,75,68,68,66,70,69,55079800
Darwin Courtois,22,Germany,Atletico Madrid,50,54,53,46,43,58,52,41444582
Robert Lewandowski,40,USA,Inter Milan,58,58,67,59,50,52,49,44668781
Achraf Fernandes,36,Italy,Manchester United,74,74,67,80,77,74,72,57567355
David Haaland,34,Norway,Chelsea,74,81,71,74,67,75,69,61476837
Harry Lewandowski,36,Spain,Roma,70,70,80,71,74,60,70,54908845
Marco Busquets,35,Morocco,Real Madrid,72,82,73,62,52,73,71,58956424
Luis Courtois,39,Belgium,Manchester City,66,67,81,68,68,76,64,51904506
Declan Mendy,23,England,Leipzig,77,90,79,76,80,78,81,64953401
Kylian Alcantara,23,Morocco,Chelsea,71,71,69,70,68,52,72,56537436
Gavi Rashford,30,Korea,Real Madrid,65,75,75,63,56,61,60,53663651
Bernardo Rice,40,Morocco,Roma,65,68,60,66,79,61,68,52903610
Mohamed Rice,29,Uruguay,Inter Milan,66,66,84,54,79,65,72,52911815
David Mbappe,39,Germany,Atletico Madrid,80,92,75,93,87,81,74,67397778
Manuel Rice,23,Netherlands,PSG,80,80,77,75,77,73,73,63963550
Neymar Foden,22,USA,Ajax,64,64,60,74,57,61,60,50964017
Mohamed Busquets,29,Netherlands,AC Milan,61,61,49,65,67,66,58,47315929
Jude Hernandez,35,Norway,Bayern Munich,71,73,78,55,88,64,73,56301183
Manuel Jota,37,France,Sevilla,69,69,75,58,79,74,64,53751713
Luis Mahrez,39,Norway,Juventus,59,63,74,41,64,60,58,48366060
Benjamin De Bruyne,17,Brazil,AC Milan,85,85,88,91,68,96,72,67542876
Pedri Mane,24,England,Arsenal,86,86,84,83,88,80,86,67589110
Marcus Suarez,39,Japan,Arsenal,90,92,96,99,87,79,92,71159058
Rodrygo Ter Stegen,22,Italy,Roma,69,69,75,73,73,68,65,54296576
Phil Reus,34,England,Manchester United,79,84,70,74,76,76,88,63504163
Ederson Suarez,36,Morocco,Real Madrid,57,59,56,47,65,65,45,45566731
Federico Pogba,37,Japan,Atletico Madrid,63,66,62,55,65,46,55,50802345
Rodrygo Dias,37,England,Atletico Madrid,62,62,71,63,53,58,60,49568920
Ilkay Camavinga,35,Norway,Atletico Madrid,80,96,69,85,86,84,72,68246480
Riyad Pavard,27,England,Liverpool,66,66,79,70,56,70,64,52798768
Riyad Mount,23,Italy,Juventus,62,62,57,47,51,56,64,49185551
Jan Felix,27,Korea,Bayern Munich,83,95,74,93,98,87,84,69709835
Darwin Foden,30,Italy,Ajax,90,90,89,82,97,94,83,72089229
Jan Rice,21,Brazil,Bayern Munich,79,83,88,71,84,78,73,63932025
Mohamed Modric,37,Portugal,PSG,84,84,82,80,71,83,88,65827934
Rodrygo Valverde,35,Uruguay,Manchester City,58,58,49,44,57,61,60,45996112
Kevin Camavinga,24,Germany,Roma,79,83,87,81,71,88,75,62932526
Declan Lewandowski,22,Italy,Roma,63,69,65,66,54,59,60,51727243
Luka Di Maria,20,Italy,Arsenal,61,61,55,56,59,63,52,48718789
Lionel Alcantara,27,Germany,Liverpool,61,61,50,45,55,64,75,47587666
Gavi Junior,21,Brazil,Arsenal,66,66,77,73,54,56,52,52254012
Federico Busquets,39,Germany,Bayern Munich,76,76,69,69,65,74,69,60656691
Andre Becker,37,Portugal,Dortmund,86,95,95,77,76,83,76,69869246
Jude Ter Stegen,20,Croatia,AC Milan,91,92,95,76,94,90,84,72905449
Karim Nunez,20,Italy,PSG,68,68,62,69,79,69,70,53389591
Declan Rashford,35,Spain,Atletico Madrid,74,76,54,77,78,74,73,58745770
Cristiano Busquets,37,Netherlands,Chelsea,67,70,82,82,73,72,67,53570130
Neymar Ronaldo,34,Morocco,Bayern Munich,78,84,67,82,94,78,73,62925115
Jan Hernandez,34,Argentina,Manchester United,67,74,66,67,54,78,64,54046082
Sadio Silva,24,Korea,Manchester City,82,96,84,79,81,99,83,68782575
Benjamin Dias,37,Italy,Leipzig,71,80,57,71,69,72,65,59478080
Federico Dias,40,Portugal,Chelsea,67,67,68,64,62,69,67,53079403
Kylian Hernandez,33,Portugal,Bayern Munich,66,66,88,65,62,67,58,52143494
Kevin Benzema,34,Croatia,Leipzig,81,82,79,82,74,77,81,64965603
Diogo Foden,40,Morocco,Liverpool,76,84,78,72,86,74,71,62597773
Sergio Gavi,24,Morocco,Barcelona,73,83,65,77,67,68,74,61161026
Riyad Fernandes,24,England,Chelsea,50,51,44,50,53,51,40,39078549
Mason Ronaldo,38,Germany,Bayern Munich,78,87,79,79,85,81,76,63948762
Manuel Salah,39,England,Sevilla,66,70,65,59,54,59,66,52662064
Joao Reus,34,Korea,PSG,52,52,58,45,61,41,52,41207638
Paul Jota,34,France,Leipzig,60,70,54,47,43,57,61,50343913
Thiago Salah,39,Netherlands,Juventus,73,75,81,84,72,76,77,58353191
Federico Silva,34,Japan,Liverpool,86,91,89,85,98,84,78,70377792
Neymar Messi,29,Korea,Sevilla,76,82,86,87,62,62,69,61760505
Paul Haaland,27,Argentina,Arsenal,67,68,63,77,80,72,61,54182800
David Ronaldo,40,Croatia,Chelsea,78,82,74,90,76,88,74,63763056
Erling Busquets,25,Japan,Liverpool,79,87,89,82,68,67,75,65084559
Neymar Pogba,29,Germany,PSG,93,98,97,90,97,86,81,74492797
Diogo De Bruyne,19,Brazil,Bayern Munich,55,59,56,51,58,59,45,44953562
Kylian Ronaldo,22,Croatia,Arsenal,56,57,61,58,46,71,55,44558570
Karim Alcantara,29,Germany,Roma,74,84,75,76,63,82,78,60893450
Paul Courtois,34,Uruguay,Ajax,79,79,77,79,68,75,62,63232918
Erling Ter Stegen,38,France,Juventus,61,65,63,51,69,73,66,49825406
Marcus Silva,39,Uruguay,Real Madrid,73,73,81,83,82,67,66,57391845
Rodrygo Foden,20,Belgium,Atletico Madrid,74,84,76,73,81,65,81,62455328
Joao Jota,21,Belgium,Leipzig,79,90,75,84,85,64,76,65543762
Ruben Messi,25,France,Ajax,78,84,81,76,86,80,85,63799649
Marco Di Maria,28,Spain,Manchester City,86,87,89,98,91,92,83,69262465
Thiago Ter Stegen,22,Belgium,Atletico Madrid,75,75,68,79,65,72,77,59532530
Vinicius Messi,37,Croatia,PSG,62,67,59,74,63,68,60,50268468
Benjamin Pavard,27,Italy,Arsenal,84,84,83,84,93,77,96,67462834
Federico Rashford,34,Morocco,Leipzig,72,81,67,67,75,75,80,58644042
David Dias,30,Uruguay,Chelsea,60,63,59,51,43,55,61,47431888
Pedri Jota,35,Spain,PSG,78,78,75,71,79,80,72,61809170
Alisson Benzema,40,Morocco,Inter Milan,70,81,64,76,64,71,79,58243878
Kylian Valverde,24,Morocco,Bayern Munich,69,77,64,67,60,69,64,57320292
Lionel Pogba,27,Croatia,Sevilla,78,81,78,82,65,86,83,62236523
Jude Haaland,32,Morocco,Ajax,53,56,53,49,72,40,51,42528649
Marc Pavard,18,Korea,Barcelona,61,61,54,49,65,67,52,48452003
Andre Messi,34,Croatia,Dortmund,70,73,90,66,66,79,75,55761550
Achraf Nunez,28,Belgium,Leipzig,60,64,69,58,69,60,71,48969107
David Reus,31,USA,Barcelona,81,83,79,84,68,83,76,64782855
Harry Ter Stegen,30,Morocco,Dortmund,73,73,86,67,76,69,67,57685559
Paul Benzema,26,Netherlands,PSG,50,50,51,56,64,53,55,40318928
Luka Courtois,22,Morocco,Dortmund,53,53,59,43,59,57,55,42364465
Robert Mount,29,Japan,Dortmund,68,68,75,64,65,69,73,54467323
Thiago Mane,29,Netherlands,PSG,78,81,87,80,71,97,73,62724632
Riyad Silva,23,Brazil,Leipzig,66,68,65,57,59,68,63,53588421
Luka Courtois,30,Argentina,Bayern Munich,81,86,79,76,83,75,82,66056726
Rodrygo Benzema,29,Germany,Leipzig,77,79,77,77,81,64,67,62310420
Andre Ronaldo,18,Argentina,Chelsea,70,72,65,74,73,83,70,55373272
Jan Nunez,22,Brazil,Ajax,71,73,87,66,71,90,80,56070541
Jude Silva,33,Japan,PSG,73,92,80,66,71,77,76,63630035
Lionel Gavi,20,Uruguay,PSG,54,63,57,60,64,49,52,46411550
Marco Courtois,40,England,Atletico Madrid,67,69,70,72,48,67,69,53434362
Ederson Suarez,23,Argentina,Manchester United,66,66,89,61,61,69,66,52484338
Harry Rashford,32,Germany,Real Madrid,58,59,45,67,64,58,55,45796829
Mohamed Fernandes,25,Germany,Leipzig,74,75,77,72,76,60,70,59040441
Joao Camavinga,33,Argentina,Inter Milan,50,53,42,62,46,59,50,40782166
Luis Foden,28,Germany,Juventus,75,75,75,72,64,72,67,60167511
Riyad Haaland,24,Spain,Roma,60,67,58,52,66,59,62,50584278
Paul Dias,40,Morocco,Arsenal,69,74,67,66,65,59,71,56774486
Kylian Pedri,30,Belgium,Real Madrid,50,52,40,50,40,49,48,40516946
Robert Mane,36,Netherlands,Atletico Madrid,77,84,68,75,61,71,65,63908277
Joao Gundogan,34,Portugal,Inter Milan,54,54,49,49,62,41,56,43500981
Phil Silva,35,England,Manchester United,79,81,84,78,75,72,85,62905162
Robert Mbappe,27,Brazil,Liverpool,68,75,74,79,73,64,64,55031990
Neymar Hernandez,37,Portugal,Manchester United,76,79,86,82,74,92,78,61025005
Eduardo Hernandez,40,Morocco,Dortmund,66,67,61,64,77,60,63,52713835
Gavi Foden,17,Korea,Leipzig,74,74,70,73,76,84,75,58884460
Jude Haaland,22,USA,Real Madrid,62,64,67,57,54,65,50,49330521
Marco De Bruyne,34,Norway,Chelsea,69,73,75,73,70,61,59,55243594
Luka Nunez,28,Netherlands,Chelsea,53,54,63,63,58,57,49,41591795
Declan Pavard,32,Brazil,Inter Milan,61,67,73,47,58,75,70,49309443
Sergio Haaland,40,Morocco,Juventus,83,88,82,92,86,85,83,66333466
Luka Junior,36,Norway,Atletico Madrid,63,66,78,57,62,57,60,50200153
Karim Nunez,39,Korea,Arsenal,76,76,90,76,65,78,79,60862676
Marco Suarez,29,Netherlands,Dortmund,71,71,64,68,67,72,71,55934138
Manuel Mane,19,France,Real Madrid,95,97,98,99,97,87,97,76707422
Diogo Mane,38,Argentina,Arsenal,85,85,84,85,72,85,88,67196342
Paul Pavard,26,Italy,Manchester City,82,90,81,80,71,79,86,67974418
Thiago Silva,19,USA,Juventus,62,72,64,61,47,62,59,53007632
Mason Messi,37,Croatia,Real Madrid,67,70,69,62,58,53,63,53726925
Marcus De Bruyne,37,Japan,Dortmund,65,66,60,66,56,60,70,50771274
Neymar Jota,37,Portugal,Real Madrid,70,72,80,67,63,78,66,56631469
Erling Gundogan,27,Italy,Sevilla,64,64,69,74,78,71,70,51451867
Kylian Lewandowski,27,England,Leipzig,78,81,88,73,84,81,84,62056768
Federico Mendy,19,Uruguay,PSG,81,82,87,73,75,83,79,63913764
Rodrygo Courtois,40,Italy,Roma,71,71,67,81,69,69,69,56991231
Benjamin Modric,26,England,Roma,68,68,82,55,63,76,55,54134663
Benjamin Mendy,19,Uruguay,Chelsea,78,78,84,71,73,72,80,61472352
Erling Mane,17,Netherlands,Bayern Munich,67,67,62,60,59,60,58,52400548
Luka Benzema,38,Italy,AC Milan,78,83,91,74,89,86,81,63905616
Phil Hernandez,36,Japan,Inter Milan,67,67,77,67,88,59,70,52887649
Angel Pogba,30,Belgium,Liverpool,81,82,75,86,81,81,84,65038941
Luis Fernandes,18,Argentina,Manchester City,78,78,76,87,78,94,77,62910196
Rodrygo Hernandez,30,England,Real Madrid,80,85,84,77,79,94,77,65055498
Cristiano Courtois,24,Spain,Barcelona,77,77,77,79,58,60,72,61713894
Diogo Benzema,17,Uruguay,Manchester United,80,83,93,77,89,76,76,64827780
Diogo Mount,35,Germany,Atletico Madrid,66,66,74,61,70,58,69,51896597
Pedri Nunez,17,Norway,Leipzig,74,83,76,72,71,70,70,61100548
Sergio Camavinga,19,France,Atletico Madrid,74,80,63,68,65,76,71,60473903
Paul Foden,17,Uruguay,Leipzig,75,75,58,72,76,69,69,59473846
Ruben Kane,32,Belgium,Sevilla,75,75,78,67,77,76,79,58679748
Bruno Valverde,29,Argentina,Inter Milan,67,67,60,56,64,65,66,52603925
Riyad Modric,32,Belgium,Ajax,74,83,65,72,62,62,81,61132963
Alisson Ronaldo,30,Germany,AC Milan,67,67,63,68,63,67,62,53676775
Lionel Benzema,19,Italy,PSG,65,65,54,62,61,58,67,52477236
Alisson Mbappe,22,Spain,Atletico Madrid,87,90,96,89,92,81,94,69798176
Luka Jota,39,USA,Manchester City,86,86,79,94,85,76,77,68229042
Riyad Hernandez,31,Uruguay,Leipzig,73,73,72,69,75,82,68,57372133
Manuel Mendy,28,Morocco,Roma,64,69,67,62,64,60,56,51891043
Rodrygo Mount,39,Japan,Chelsea,63,69,54,63,56,60,62,52273800
Kylian Fernandes,28,Netherlands,Inter Milan,65,74,69,73,74,59,72,54307644
Karim Felix,37,Morocco,Leipzig,88,91,85,88,74,77,95,70393326
Andre Gundogan,25,Germany,Manchester United,67,72,71,53,62,70,69,54137267
Marcus Nunez,29,France,Inter Milan,69,69,68,79,78,79,70,54667490
Vinicius Pogba,31,Italy,Leipzig,56,58,50,51,55,44,53,44543742
Bruno Mane,39,USA,Liverpool,72,74,78,76,79,70,69,58282134
Mason Kane,33,Portugal,Dortmund,73,77,74,66,53,72,78,58070766
Darwin Modric,29,Uruguay,Manchester United,83,83,67,84,87,92,88,66318316
Lionel Mendy,29,England,Sevilla,77,84,87,89,82,70,85,62155222
Marco Benzema,39,France,Real Madrid,84,84,90,69,73,87,75,67406451
Neymar Junior,37,Belgium,PSG,86,87,78,92,92,92,86,68229545
Andre Pedri,18,Germany,Real Madrid,65,70,51,76,66,56,58,52424021
Joao Gavi,30,USA,Arsenal,63,72,50,56,59,67,71,51640457
Mohamed Valverde,26,Belgium,Liverpool,78,78,79,79,77,81,79,62505188
Jan Courtois,22,Germany,Juventus,60,64,57,54,54,51,58,47864366
Mohamed De Bruyne,26,Brazil,Juventus,69,74,63,59,67,59,65,56286411
Benjamin Felix,20,USA,Inter Milan,64,64,73,63,53,57,62,50700402
Thomas Becker,32,Brazil,Juventus,59,59,53,68,68,48,61,46473080
Darwin Modric,18,Belgium,Dortmund,66,66,62,60,75,60,58,52797328
Bernardo Rashford,27,Korea,Arsenal,82,82,79,89,89,83,77,64387822
Angel Pedri,18,Uruguay,Manchester United,87,91,93,91,99,89,95,69713337
Bernardo Pogba,32,Netherlands,Bayern Munich,63,63,53,64,60,51,63,50258374
Joao Jota,34,USA,Ajax,66,79,73,69,64,73,49,56865736
Kevin Valverde,34,Morocco,Sevilla,80,80,63,80,81,76,66,62801179
Ruben Mount,25,Brazil,Inter Milan,51,62,48,42,54,53,57,44136871
Sergio Becker,19,Japan,Manchester United,63,63,77,52,66,74,50,49601249
Rodrygo Mahrez,26,Croatia,Inter Milan,72,72,66,62,71,58,73,58008793
Vinicius Valverde,24,Morocco,Chelsea,82,82,66,86,91,68,88,65601049
Eduardo Rice,26,Argentina,Chelsea,70,74,71,64,79,72,59,57429701
Pedri Benzema,34,Netherlands,Dortmund,63,68,52,73,56,61,64,50454714
Ederson Valverde,27,Japan,Inter Milan,58,58,71,64,71,56,61,45371246
Diogo Pogba,32,France,Real Madrid,72,72,73,62,64,74,77,57701222
Angel Nunez,24,Croatia,Roma,70,72,79,76,78,62,68,55158289
Rodrygo Courtois,35,Germany,Roma,90,99,97,89,94,90,91,74157076
Erling Foden,17,Korea,Juventus,76,76,67,83,90,67,68,60386651
Federico Jota,20,France,PSG,84,87,89,91,89,78,84,66890341
Kevin Nunez,24,USA,Barcelona,81,88,88,89,82,90,76,66809750
Bernardo Courtois,36,Portugal,Atletico Madrid,57,57,51,60,63,60,54,45405739
Gavi Felix,37,Spain,AC Milan,60,72,63,68,58,69,55,51064945
Harry Becker,33,USA,Ajax,64,64,56,61,67,69,67,49571769
Rodrygo Busquets,21,Uruguay,Liverpool,64,71,70,61,75,57,67,52253655
Robert Pedri,17,Argentina,Manchester United,81,84,82,76,80,79,71,66328926
Ruben Pogba,17,USA,Juventus,78,91,83,75,59,80,77,65746018
Bernardo De Bruyne,24,Korea,Real Madrid,56,56,65,54,46,62,49,45297313
Vinicius Mount,19,Netherlands,Manchester City,79,79,75,87,71,77,77,63709209
Sadio Felix,39,Spain,AC Milan,77,78,76,79,70,66,85,61712457
Luka Di Maria,28,Italy,AC Milan,68,68,70,73,62,77,78,53511025
David Gundogan,23,Brazil,Ajax,53,53,52,50,65,49,50,41423216
Benjamin Pavard,20,Spain,Arsenal,74,81,81,67,68,71,76,60978651
Paul Mount,38,Germany,Real Madrid,76,80,86,74,78,56,78,61328582
Vinicius Valverde,38,Argentina,Chelsea,68,70,78,74,60,75,73,54005824
David Modric,21,Norway,Atletico Madrid,55,57,61,61,64,49,59,44772365
Neymar Rashford,38,Croatia,Atletico Madrid,75,75,63,80,62,71,72,58616030
Lionel Modric,38,Spain,Leipzig,77,81,65,86,91,80,85,62317059
Vinicius Hernandez,29,Uruguay,Roma,70,80,63,59,65,67,70,58057776
Declan Reus,22,Argentina,Barcelona,70,77,67,69,59,68,62,57869627
Riyad Nunez,17,France,Atletico Madrid,58,66,56,53,70,69,61,47756242
Alisson Mane,22,Italy,Inter Milan,74,74,89,75,82,82,75,58538865
Joao Di Maria,19,Uruguay,Leipzig,56,59,45,61,64,54,52,45752578
Sergio Di Maria,24,Uruguay,Leipzig,69,79,68,83,72,66,63,57692268
Ederson Lewandowski,19,Morocco,Leipzig,66,69,65,65,64,68,55,54252140
Declan Dias,27,Norway,Inter Milan,84,93,83,69,82,98,80,69876958
David Messi,27,Morocco,AC Milan,79,80,78,74,88,88,81,62590303
Sergio Hernandez,40,Brazil,Liverpool,87,87,88,79,96,78,82,69691247
Robert Hernandez,30,France,Arsenal,59,62,51,60,68,70,67,47133064
Ilkay Pogba,35,Japan,Chelsea,58,58,61,49,52,55,62,45209714
Bruno Alcantara,19,Italy,Juventus,68,68,74,71,62,64,65,54962592
Joao Rice,38,Morocco,Juventus,79,79,79,71,87,94,81,63402900
Joao Haaland,19,England,Dortmund,72,72,72,64,65,74,74,56749436
Benjamin Silva,39,Japan,Bayern Munich,83,90,85,92,73,83,85,68285527
Luka Messi,35,Netherlands,Sevilla,62,73,66,62,42,64,61,52276123
Joao Salah,21,Japan,Juventus,58,63,64,68,56,52,56,46492465
Luis Messi,39,Netherlands,Real Madrid,76,76,66,74,73,77,77,59026699
Thomas Valverde,40,Norway,Bayern Munich,83,89,81,81,81,81,86,66985558
Karim Fernandes,19,Portugal,Real Madrid,76,85,72,80,74,72,78,63297286
Andre Salah,27,Morocco,Real Madrid,64,68,62,62,63,60,57,51052480
Marcus Mane,24,Uruguay,Sevilla,54,54,54,41,48,44,54,42460723
Andre Pedri,38,Brazil,AC Milan,84,85,84,84,93,81,97,67654870
Darwin Silva,37,Brazil,Real Madrid,63,71,63,60,59,53,65,51858449
Mason Alcantara,25,USA,Juventus,65,68,65,70,77,61,66,52146807
Paul Pogba,27,Norway,Roma,85,90,79,82,90,93,81,69843847
Robert Dias,32,Germany,Real Madrid,84,99,75,83,99,85,91,71810923
Achraf Modric,37,Germany,AC Milan,76,76,67,69,63,86,83,59984673
Jude Gavi,32,Morocco,Liverpool,62,67,72,53,63,71,67,49865047
Mohamed Di Maria,30,France,Bayern Munich,73,78,68,74,69,83,75,59007184
Thomas Ter Stegen,29,USA,PSG,85,86,92,85,76,99,87,68165584
Joao Alcantara,30,Brazil,Arsenal,57,59,65,45,60,62,64,46025611
Federico Camavinga,32,Korea,Barcelona,50,56,47,66,48,58,45,41250216
Luis Silva,20,Argentina,PSG,90,90,84,93,94,81,94,71526639
Karim Mahrez,22,Belgium,Chelsea,73,82,95,70,72,60,78,61638072
Neymar Pogba,17,Germany,AC Milan,74,77,77,65,75,77,71,60534567
Darwin Camavinga,37,England,Bayern Munich,82,83,87,84,89,94,86,64200284
Bernardo Courtois,20,Germany,Juventus,69,75,70,66,92,60,69,55813949
Jude Rice,29,Uruguay,Juventus,73,73,76,76,75,63,71,57918575
Riyad Jota,23,USA,Chelsea,67,77,67,61,61,70,58,57122463
Phil Haaland,40,Morocco,Barcelona,83,89,89,80,92,76,80,67764898
Bernardo Reus,40,Korea,Real Madrid,70,70,66,84,79,72,66,54746153
Kevin Mbappe,32,France,AC Milan,69,69,78,69,67,76,73,54405651
Ederson Ter Stegen,37,Italy,Atletico Madrid,85,85,78,81,88,78,87,67587048
Phil Felix,30,Argentina,Manchester City,73,75,75,76,78,79,75,58417633
Kylian Benzema,24,USA,Juventus,70,74,61,71,67,67,64,57016746
Angel Suarez,27,England,Manchester United,78,78,76,79,81,77,75,62616476
Marcus Ronaldo,29,Norway,Dortmund,74,74,74,60,75,65,76,58703987
Jude Fernandes,33,Belgium,Bayern Munich,62,66,73,64,61,70,65,49816832
Ilkay Mount,21,Netherlands,Dortmund,67,78,91,79,57,71,62,57478764
Gavi Foden,19,Uruguay,Juventus,60,63,54,60,61,58,53,48796093
Achraf Camavinga,33,Croatia,Ajax,64,71,72,66,77,53,71,52896396
Manuel Courtois,17,Norway,AC Milan,72,82,87,68,73,73,69,60220511
Gavi Reus,17,Japan,Sevilla,62,64,70,55,57,64,71,49380276
Achraf Dias,39,Netherlands,Atletico Madrid,85,90,97,84,94,80,88,69393162
Thomas Foden,35,Brazil,Barcelona,88,88,81,81,85,87,92,69646789
Joao Reus,20,Argentina,Inter Milan,58,58,55,50,67,56,54,46798568
Neymar Jota,29,Netherlands,Inter Milan,68,74,71,58,65,60,75,55279975
Sergio Lewandowski,21,Belgium,Roma,57,57,55,58,60,57,62,45206389
Federico Pavard,24,USA,Juventus,71,76,71,64,78,65,63,57934734
Manuel Felix,33,Norway,Juventus,54,54,40,51,48,56,58,42030392
Harry Reus,19,Korea,Barcelona,61,78,60,63,54,59,61,53457177
Riyad Modric,30,Croatia,Manchester City,85,85,68,81,99,98,83,68172064
Bernardo Busquets,26,Norway,Liverpool,70,70,72,65,66,76,61,55716060
Marco Jota,33,Uruguay,Liverpool,54,54,57,43,54,43,67,42860686
Riyad Camavinga,17,Japan,Real Madrid,85,85,89,91,81,82,95,68425267
Kevin Mane,37,England,Atletico Madrid,56,63,69,53,40,57,53,46387869
Robert Camavinga,39,Uruguay,Arsenal,70,72,68,60,64,73,66,56748053
Robert Ter Stegen,19,France,AC Milan,71,71,68,77,73,66,71,57189966
Karim Kane,30,Uruguay,AC Milan,50,55,52,53,53,44,43,40170461
Vinicius Junior,25,Belgium,Roma,82,89,79,89,80,89,76,67601990
Sadio Pogba,20,Germany,Real Madrid,77,83,89,83,78,74,87,63329698
Sadio Fernandes,29,Croatia,Barcelona,76,80,80,73,66,66,81,60749835
Diogo Busquets,30,Korea,Sevilla,73,84,63,81,73,79,70,60523677
