player_name,age,nationality,club,league,position,overall,potential,pace,shooting,passing,dribbling,physical,matches,goals,assists,minutes,injury_count,market_value
Ferran Ter Stegen,32,Italy,Dortmund,Serie A,GK,83,95,82,89,81,83,90,28,11,5,1568,2,87710000
Paul Mahrez,20,Croatia,Ajax,Bundesliga,GK,68,68,72,64,85,71,55,13,3,1,949,0,67750000
Ederson Felix,39,Korea,Inter Milan,Bundesliga,RM,67,69,60,68,68,67,66,44,15,13,3476,5,67770000
Angel Musiala,34,Portugal,Arsenal,Saudi League,CF,71,77,68,79,63,67,69,25,9,10,1450,3,73170000
Marco Mbappe,18,Portugal,Juventus,Bundesliga,RW,61,63,45,73,55,65,73,46,16,11,3174,3,62240000
Manuel Alcantara,17,Uruguay,Manchester City,La Liga,CM,73,73,82,80,61,56,77,20,7,3,1260,3,73010000
Sergio Salah,36,Uruguay,Arsenal,Ligue 1,GK,90,90,99,91,84,99,99,34,15,10,2006,0,90030000
Federico Valverde,31,USA,Manchester City,Ligue 1,RM,66,68,74,74,77,72,64,41,15,11,2419,3,66930000
Federico Salah,21,Belgium,Arsenal,Serie A,RB,61,63,53,54,59,54,54,37,11,6,2368,1,61930000
Sergio De Bruyne,34,Chile,Al Hilal,Saudi League,CF,79,86,87,72,82,74,79,19,9,3,1121,0,81570000
Declan Pavard,23,Korea,Sevilla,Serie A,ST,53,58,39,47,49,45,58,50,17,14,3250,5,55390000
Rodrygo Busquets,22,Morocco,Real Madrid,Eredivisie,RW,80,84,67,91,93,99,80,19,8,3,1254,3,81560000
Ederson Mbappe,33,Chile,AC Milan,Serie A,CAM,57,60,57,53,53,49,47,46,14,11,2622,3,58240000
Ruben Messi,20,Norway,Real Madrid,Premier League,RB,63,64,68,79,44,58,68,22,7,8,1430,0,63350000
Darwin Mount,22,Colombia,Atletico Madrid,La Liga,RM,86,86,94,91,79,85,99,46,13,12,3956,3,86210000
David Musiala,20,Colombia,Sevilla,Eredivisie,LB,70,76,61,60,61,73,66,46,15,14,3036,0,72750000
Thiago Alcantara,18,Croatia,AC Milan,La Liga,CDM,57,61,57,50,66,61,63,12,7,3,732,4,58590000
Ruben Suarez,27,Croatia,Al Nassr,Ligue 1,RW,51,51,39,44,39,42,51,20,6,4,1040,3,50760000
Declan Di Maria,32,Spain,Inter Milan,Ligue 1,LB,66,76,69,72,66,69,55,44,14,14,3916,1,70060000
Ilkay De Bruyne,35,Norway,Benfica,Premier League,RB,77,77,77,78,91,92,86,24,7,6,1320,4,76650000
Neymar Messi,39,Chile,Inter Milan,Serie A,RW,88,88,96,98,91,97,70,46,16,11,4094,2,88020000
Darwin Alcantara,37,Morocco,Inter Milan,Premier League,LW,82,82,90,79,88,88,83,12,1,1,600,2,81310000
Ilkay Kane,27,Chile,Juventus,Ligue 1,LB,64,72,74,58,52,76,57,10,4,0,520,5,66860000
Lionel Hernandez,29,France,Al Nassr,La Liga,GK,87,90,88,90,68,81,97,50,16,13,2600,1,88420000
Lionel Ronaldo,33,Italy,Porto,Bundesliga,CM,74,74,83,64,72,76,66,33,10,10,2442,4,73840000
Declan Dias,24,Japan,Chelsea,Serie A,ST,54,62,55,71,44,51,66,35,10,7,2485,5,57220000
Andre Nkunku,28,Argentina,Sevilla,La Liga,RW,82,98,89,66,76,59,84,40,12,8,3480,5,88440000
Pedri Olmo,33,Morocco,Ajax,La Liga,CB,91,95,84,97,93,94,87,10,4,1,870,5,92140000
Mohamed Alcantara,23,Germany,Al Nassr,Premier League,CF,58,61,53,70,61,54,68,45,12,9,3195,3,59340000
Jude Reus,25,Morocco,Benfica,Primeira Liga,RB,64,68,45,72,71,47,70,44,12,10,2420,0,65700000
Mason Mbappe,22,Italy,Ajax,Serie A,GK,63,63,67,54,69,67,65,40,13,8,3240,4,63210000
Darwin Benzema,38,Uruguay,Sevilla,Primeira Liga,LM,74,74,75,61,82,76,66,30,10,5,1920,2,73740000
Ferran Mendy,28,Croatia,Al Nassr,Eredivisie,GK,78,85,84,86,81,74,67,50,12,10,3550,5,80840000
Mohamed De Bruyne,27,Morocco,Porto,Ligue 1,CM,75,77,61,86,69,77,72,31,9,8,2418,0,75710000
Jude Mendy,34,Portugal,Barcelona,Premier League,LW,85,91,89,73,89,86,87,27,9,5,1485,0,87170000
Federico Jota,20,France,AC Milan,Serie A,RM,72,80,65,83,74,66,63,13,5,0,819,5,75050000
David Nunez,27,Belgium,Atletico Madrid,Saudi League,GK,83,85,91,99,75,85,96,40,16,11,2880,2,84060000
Luka Di Maria,31,Portugal,Inter Milan,Ligue 1,CAM,67,67,78,75,54,81,70,48,17,9,3648,2,67230000
Sergio Musiala,17,Croatia,Arsenal,La Liga,CF,66,72,51,44,65,43,65,40,14,11,2040,1,68760000
Rodrygo Salah,38,Argentina,Real Madrid,Serie A,LW,71,71,71,68,79,72,84,12,7,0,744,5,70590000
Thomas Becker,27,Belgium,Inter Milan,Eredivisie,ST,70,82,75,73,79,66,75,39,10,9,3432,4,74760000
Kylian Felix,20,France,Benfica,Bundesliga,CAM,50,51,65,53,54,51,44,41,13,12,3403,0,50650000
Vinicius Hernandez,24,Morocco,Real Madrid,Saudi League,GK,82,88,77,73,68,68,96,33,10,9,2508,0,84420000
Rodrygo Jota,21,Belgium,Al Hilal,Serie A,CAM,67,71,62,80,83,51,61,23,8,9,1978,5,68580000
Jan Modric,32,France,Atletico Madrid,Premier League,LW,65,65,59,51,66,58,68,20,3,10,1340,4,64510000
Manuel Mendy,34,Croatia,PSG,Serie A,ST,61,66,65,65,57,58,60,41,16,12,2460,4,63120000
Darwin Mahrez,17,England,Manchester United,Eredivisie,GK,68,71,62,64,49,56,65,19,9,3,1178,0,69310000
David Alcantara,28,Brazil,Al Nassr,Eredivisie,RM,75,75,68,58,66,75,71,20,4,4,1220,0,74640000
Marco Olmo,21,Chile,Atletico Madrid,Ligue 1,CAM,80,84,97,83,55,99,78,19,8,5,1710,0,81580000
Darwin Lewandowski,22,Chile,Arsenal,Primeira Liga,CAM,77,79,88,69,80,77,81,30,8,6,1740,4,77760000
Bruno Reus,19,Brazil,Dortmund,Bundesliga,RB,50,50,48,55,40,40,56,45,14,11,3105,1,50320000
Kylian Dias,22,Portugal,Juventus,La Liga,CDM,79,81,77,84,83,70,72,40,12,9,2120,4,79960000
Marco Courtois,37,USA,PSG,La Liga,LW,77,77,79,70,71,90,60,39,12,3,2613,1,76860000
Sergio Hernandez,21,Korea,Manchester United,Eredivisie,RW,73,77,66,72,69,70,45,49,14,10,3332,4,74880000
Ruben Olmo,39,Spain,Atletico Madrid,Serie A,LB,64,64,48,50,54,63,63,10,0,3,540,3,63220000
Sergio Mount,18,Chile,AC Milan,La Liga,CM,62,62,67,66,67,45,63,32,7,6,2368,2,61990000
Robert De Bruyne,29,USA,Al Nassr,Ligue 1,ST,64,66,66,50,50,68,55,50,17,13,3700,5,65070000
Thomas Camavinga,25,Spain,Liverpool,Serie A,RM,59,59,72,55,68,73,49,49,18,13,3381,4,59400000
Robert Salah,36,Korea,Atletico Madrid,Primeira Liga,CAM,66,72,60,48,70,63,56,38,18,12,2432,5,68580000
Kai Musiala,18,Germany,Benfica,Serie A,LB,78,78,76,79,73,68,84,37,12,12,2183,5,78240000
Josko Mendy,20,Uruguay,Sevilla,Saudi League,RW,56,60,62,61,35,56,70,32,11,10,2240,5,57750000
Marcus Junior,20,Portugal,Benfica,Primeira Liga,RB,60,60,62,67,46,51,58,19,5,6,1083,5,59850000
Luka Lewandowski,28,Colombia,Ajax,Eredivisie,CB,83,83,66,99,99,70,89,46,15,12,2484,4,83190000
Mohamed Lewandowski,31,Italy,Barcelona,Ligue 1,RB,70,80,74,66,75,71,69,23,6,6,1426,2,73680000
Reece Mane,36,Korea,Ajax,La Liga,CDM,85,90,77,76,83,91,84,30,9,9,2430,4,86730000
David Nkunku,27,Uruguay,Manchester United,Ligue 1,RM,73,73,80,65,47,86,64,27,10,8,2241,5,72960000
Josko Courtois,18,Brazil,Ajax,Premier League,GK,66,69,71,54,70,63,80,11,2,4,814,3,66940000
Ederson Di Maria,32,Netherlands,Ajax,Eredivisie,LM,81,81,98,90,84,80,90,33,10,10,2739,1,80860000
Ederson Felix,28,Uruguay,AC Milan,Ligue 1,CAM,63,70,53,62,58,68,74,25,11,3,1825,0,65790000
Kylian Mahrez,38,Argentina,Inter Milan,Premier League,ST,68,68,69,79,68,48,77,46,13,6,4140,4,67890000
Ederson Pogba,34,Uruguay,PSG,Premier League,CAM,61,64,54,58,58,59,76,46,17,13,4048,1,62370000
Luka Mahrez,38,Croatia,Inter Milan,Ligue 1,RW,58,63,59,59,68,63,45,18,7,3,1116,1,59590000
Paul Felix,23,Argentina,Barcelona,Saudi League,LB,80,90,76,83,73,77,65,24,8,6,1440,2,83940000
Kai Mendy,40,Spain,Porto,Bundesliga,GK,73,80,72,72,89,63,76,49,14,8,2891,2,75700000
Joao Mendy,30,Colombia,Porto,Serie A,CF,67,69,78,63,59,79,77,13,3,6,715,1,67350000
Vinicius Valverde,30,Korea,Arsenal,Saudi League,GK,70,71,68,76,70,52,87,44,11,13,2332,4,70350000
Luis Haaland,27,Spain,Barcelona,Saudi League,CM,68,68,78,72,80,88,50,10,7,3,690,2,67810000
Marcus Musiala,17,Uruguay,Manchester City,Serie A,CB,84,84,83,99,82,74,84,11,6,4,704,4,83960000
Mohamed Becker,34,France,Inter Milan,Primeira Liga,RM,77,80,63,68,75,80,88,50,17,13,4500,4,78370000
Ruben Kane,34,Spain,Manchester City,Primeira Liga,RM,79,79,99,73,83,90,77,18,8,6,1404,3,78720000
Bruno Nkunku,22,Chile,Manchester City,Serie A,RB,76,79,66,91,95,88,83,13,3,2,1027,5,76910000
Gavi Silva,33,Colombia,Juventus,Bundesliga,LB,71,78,73,71,78,63,69,19,6,4,1520,2,73440000
Thiago Becker,35,Spain,Real Madrid,Premier League,CM,77,77,70,74,80,76,66,49,15,9,4018,0,77050000
Achraf Becker,32,Croatia,Arsenal,Ligue 1,CM,81,88,68,83,66,83,99,24,8,4,1896,2,83560000
Mason Nkunku,39,Argentina,Al Hilal,Serie A,LW,82,82,88,80,91,67,73,38,15,9,2660,2,81970000
Jan Hernandez,33,Uruguay,Manchester United,Serie A,CF,82,96,80,76,77,92,86,30,10,6,1800,0,87440000
Phil Nkunku,18,Argentina,Manchester City,Primeira Liga,CDM,77,77,76,77,67,81,69,30,13,11,2430,0,77290000
Reece Felix,31,Brazil,Manchester United,Serie A,CAM,81,87,82,79,67,76,77,39,10,13,3198,5,83280000
Kevin De Bruyne,39,Argentina,Chelsea,Premier League,LW,80,80,72,80,68,90,82,29,11,6,1856,1,79770000
Harry Salah,37,Portugal,Juventus,Saudi League,RB,76,78,56,67,86,62,71,38,13,5,2888,5,76710000
Mason Nunez,19,England,Barcelona,Ligue 1,RW,95,95,93,98,87,99,74,41,12,12,3649,2,95220000
Sergio Silva,36,Chile,Manchester City,Serie A,CB,61,68,63,46,48,80,72,20,6,3,1160,4,63380000
Kylian Valverde,37,Brazil,Manchester United,Premier League,CAM,70,73,69,46,67,65,65,13,4,2,741,5,70660000
Alisson Reus,31,Netherlands,Juventus,Saudi League,LM,72,75,55,59,63,86,75,37,12,9,2701,5,73180000
Benjamin Jota,31,Brazil,PSG,Eredivisie,CB,72,76,61,72,64,77,72,43,15,13,3827,1,73730000
Erling Alcantara,28,Portugal,Benfica,Primeira Liga,LB,78,78,72,83,87,70,93,29,10,5,2233,0,77940000
Declan Camavinga,32,USA,Al Nassr,Eredivisie,RB,50,60,64,41,46,47,49,26,8,7,1872,1,53760000
Robert Kane,40,Argentina,Al Hilal,Bundesliga,LW,87,87,84,67,95,71,89,16,4,6,928,2,86400000
Riyad Musiala,36,Portugal,Sevilla,Eredivisie,RB,71,71,65,80,57,60,75,11,4,5,858,3,70480000
Bernardo Olmo,36,Croatia,Al Hilal,Eredivisie,CAM,94,94,89,95,95,93,82,26,6,6,1430,1,93580000
Diogo Junior,36,Morocco,Chelsea,La Liga,ST,95,99,91,77,87,92,88,46,16,12,3726,0,96680000
Andre Olmo,30,Norway,Atletico Madrid,Primeira Liga,CB,53,56,70,61,50,40,57,25,7,5,2075,2,53950000
Marc Haaland,20,Uruguay,Dortmund,La Liga,CAM,77,82,76,64,90,66,70,49,15,12,3871,2,79350000
Ilkay Modric,17,Croatia,Al Nassr,Serie A,CF,73,73,61,50,66,64,76,19,6,5,950,4,72960000
Darwin Kane,39,USA,Liverpool,Premier League,RM,59,68,68,71,60,55,42,20,7,5,1520,0,62170000
Ruben Courtois,26,Portugal,Arsenal,Ligue 1,RW,72,77,65,68,80,65,87,36,12,5,2376,5,74080000
Kylian Becker,37,Germany,AC Milan,Primeira Liga,ST,59,60,60,59,78,56,67,24,7,9,1440,5,59010000
Mohamed Mendy,25,Croatia,Inter Milan,La Liga,LB,68,68,78,67,72,75,72,16,2,4,848,0,67600000
Paul Mbappe,33,Argentina,Benfica,Serie A,RW,59,59,78,53,49,49,66,43,14,8,3526,3,59040000
Declan Valverde,19,England,Manchester City,La Liga,LM,87,87,76,83,79,77,65,22,2,6,1650,0,86720000
Diogo Rice,29,Brazil,Barcelona,Premier League,LW,76,78,80,60,50,72,88,50,14,12,2750,0,76920000
Thomas Rice,28,Belgium,Juventus,Saudi League,ST,72,79,74,73,75,75,94,17,7,5,1190,0,74590000
Sadio Lewandowski,27,Germany,Chelsea,Saudi League,LM,61,63,70,58,52,73,67,19,9,4,988,2,61710000
Jude Ter Stegen,36,Netherlands,Real Madrid,Saudi League,ST,91,93,90,86,92,93,79,41,14,12,2378,2,91780000
Marco Ter Stegen,24,Spain,Porto,Eredivisie,CDM,70,70,70,70,62,62,81,26,9,3,1820,3,69970000
Andre Valverde,23,USA,Liverpool,Ligue 1,GK,61,61,41,63,80,44,42,40,11,9,2520,1,61090000
Manuel Reus,26,USA,Bayern Munich,Primeira Liga,CDM,79,90,74,72,73,69,84,20,7,5,1520,4,83230000
Kai Hernandez,29,Korea,Manchester City,Eredivisie,ST,76,76,68,61,87,67,91,41,12,10,3280,1,76020000
Jan Suarez,36,Belgium,Al Nassr,Saudi League,LM,63,63,79,67,68,57,66,19,6,3,1007,2,62580000
Sergio Haaland,23,Uruguay,Inter Milan,La Liga,RB,57,61,44,55,60,42,53,44,14,13,3960,3,58840000
Joao Ter Stegen,24,Morocco,Barcelona,Premier League,GK,81,81,86,94,85,68,77,13,2,3,910,4,80620000
Gavi Mahrez,36,Croatia,Real Madrid,Primeira Liga,LW,58,58,52,55,53,61,65,28,8,7,1848,2,57680000
Josko Alcantara,20,Croatia,Liverpool,Serie A,GK,56,66,67,58,42,67,45,35,11,6,1925,0,60150000
Declan Nunez,32,Norway,Real Madrid,Bundesliga,CDM,83,85,79,99,87,93,85,31,8,8,2511,1,83560000
Vinicius Rashford,39,Chile,Liverpool,Primeira Liga,LB,54,62,65,35,54,51,64,38,12,11,2888,3,57020000
David Mount,34,Uruguay,Dortmund,Saudi League,CDM,69,76,63,85,84,63,83,34,10,8,2176,1,71620000
Vinicius Junior,27,Argentina,Benfica,Premier League,CDM,70,74,67,59,63,64,77,47,14,8,2444,5,71760000
Ferran Modric,37,USA,Barcelona,La Liga,CAM,67,71,70,74,62,68,74,42,13,13,2436,2,68510000
Bruno Felix,39,France,Juventus,Primeira Liga,CB,69,69,74,73,54,72,72,29,12,3,2001,0,68820000
Josko Hernandez,22,Morocco,Atletico Madrid,Primeira Liga,GK,68,68,47,63,65,59,79,16,4,0,1424,5,67760000
Vinicius Valverde,23,Morocco,Manchester United,Primeira Liga,CDM,72,76,71,76,61,77,63,23,8,3,1242,4,73540000
Sadio Mendy,40,Morocco,Bayern Munich,Bundesliga,LW,78,80,69,79,75,56,71,27,9,3,1782,0,78450000
Pedri Silva,25,France,Manchester City,Premier League,CF,71,82,68,64,85,80,65,43,14,12,2580,3,75600000
Ilkay Foden,32,Norway,Sevilla,Ligue 1,RM,65,71,69,56,75,67,64,10,3,7,600,4,66910000
Marco Suarez,30,Spain,Porto,Serie A,CM,67,68,65,74,75,63,72,32,10,12,2144,5,67300000
Sergio Mendy,17,Japan,Inter Milan,Serie A,RB,79,80,78,78,90,90,86,26,6,6,2132,0,79360000
Joao Haaland,32,Morocco,Al Nassr,La Liga,RW,67,69,72,55,72,66,48,39,14,13,2067,2,67860000
Eduardo Alcantara,22,Colombia,Barcelona,Premier League,RM,83,91,85,67,75,79,77,16,2,4,1344,3,85860000
Harry Pogba,36,Uruguay,Manchester City,Serie A,RW,86,92,78,91,81,79,88,11,1,2,770,0,87730000
Mohamed Pogba,26,Chile,Ajax,La Liga,CB,76,79,71,81,79,86,77,10,1,2,530,1,76730000
Manuel Reus,29,Colombia,PSG,La Liga,LM,70,70,65,93,67,89,58,13,7,3,754,4,69770000
Jude Lewandowski,18,Netherlands,Liverpool,La Liga,ST,74,74,71,85,80,56,77,14,6,2,1232,4,73940000
David Courtois,33,Argentina,Al Hilal,Primeira Liga,LW,65,66,61,71,60,57,69,48,15,16,3264,5,65490000
Robert Courtois,38,Chile,Arsenal,Eredivisie,RM,54,59,42,63,47,56,45,23,7,7,1173,1,55590000
Achraf Di Maria,26,Germany,Sevilla,Saudi League,RM,62,62,81,56,61,57,63,17,4,3,1241,4,61680000
Bruno Musiala,18,Croatia,AC Milan,Saudi League,LW,62,62,51,62,73,44,44,29,8,7,2291,0,62040000
Mason Mbappe,18,Morocco,Manchester City,Serie A,CDM,61,61,71,60,66,59,52,40,11,10,2840,0,61190000
Karim Camavinga,24,Colombia,Dortmund,Premier League,LB,87,93,88,82,98,92,86,25,4,2,2100,3,89120000
Angel Courtois,22,France,Al Nassr,La Liga,CAM,56,56,54,53,40,62,48,17,4,3,918,3,55760000
Luis Musiala,24,Norway,Benfica,Premier League,LM,83,87,94,93,71,68,97,39,10,9,2535,5,84620000
Thiago Courtois,37,France,Chelsea,Bundesliga,RB,87,91,75,94,95,96,99,45,12,13,3915,4,88460000
Ilkay Lewandowski,19,Spain,Barcelona,Ligue 1,LW,84,89,93,79,81,79,72,45,16,14,2340,0,86420000
Sergio Silva,19,Brazil,PSG,Ligue 1,RM,75,83,67,66,71,86,62,37,14,8,1850,4,78520000
Andre Gundogan,29,Norway,Manchester City,Bundesliga,ST,87,90,88,99,99,80,99,31,7,9,1829,5,87970000
Rodrygo Becker,30,Colombia,Al Nassr,Premier League,CB,67,74,70,66,81,64,78,20,5,7,1380,4,69450000
Joao Silva,34,Germany,Juventus,Serie A,CM,66,79,74,65,62,52,63,19,4,0,1292,4,70720000
Mason Mount,32,Spain,Arsenal,Premier League,ST,67,72,68,82,76,58,85,47,15,12,2961,2,69110000
Rodrygo Junior,31,Korea,PSG,La Liga,CM,69,74,63,85,62,80,56,20,7,6,1060,2,70730000
Luis Dias,36,Argentina,Juventus,Eredivisie,CB,59,60,69,66,79,53,67,23,9,7,1518,0,59130000
Ferran Olmo,26,USA,Arsenal,La Liga,CM,53,59,41,51,63,49,69,14,5,2,798,3,55130000
Josko Modric,31,England,Dortmund,Saudi League,CF,53,53,66,42,35,55,60,26,5,6,2184,3,52630000
Marco Rashford,32,Spain,Atletico Madrid,Ligue 1,LM,60,64,58,58,51,57,60,34,11,10,3060,3,61510000
Phil Modric,40,Uruguay,Al Hilal,Premier League,RW,72,77,87,54,73,63,63,19,5,8,1501,0,73450000
Federico Junior,28,Brazil,Ajax,Premier League,ST,70,70,70,63,96,73,64,43,17,12,2666,4,70290000
Andre Olmo,36,Japan,Real Madrid,Saudi League,CB,77,77,77,76,78,67,85,21,6,6,1134,3,76580000
Pedri Mane,18,Portugal,Porto,Ligue 1,LM,71,74,68,65,66,71,71,47,17,11,2444,4,72690000
Gavi Messi,26,Belgium,Bayern Munich,La Liga,LW,85,93,74,98,79,80,67,20,6,5,1660,4,87980000
Robert Felix,17,Colombia,Arsenal,Bundesliga,CAM,80,91,82,89,78,84,55,24,7,6,2040,0,84410000
Ilkay Mane,37,Portugal,Atletico Madrid,Eredivisie,CM,69,69,54,66,69,63,79,10,3,5,860,2,68410000
Eduardo Mahrez,38,Portugal,Atletico Madrid,Primeira Liga,CAM,79,84,84,76,59,71,87,20,5,3,1400,4,80490000
Kevin Ter Stegen,30,Portugal,AC Milan,Eredivisie,CDM,68,71,58,63,55,69,65,23,11,7,1334,5,69150000
Paul Mbappe,40,Colombia,PSG,Bundesliga,ST,92,97,99,92,82,96,97,45,16,11,3735,0,94000000
Lionel Gundogan,32,Japan,Atletico Madrid,Saudi League,CB,54,60,42,55,47,65,69,13,2,1,1079,0,55860000
Cristiano Valverde,35,Korea,Bayern Munich,La Liga,RM,81,85,73,73,83,79,79,39,11,11,2769,1,82450000
Gavi Olmo,32,Portugal,Porto,Primeira Liga,RW,72,72,74,67,71,78,65,42,12,9,3444,3,71960000
Jan Junior,37,Spain,Manchester United,Premier League,CDM,66,76,81,60,76,66,60,46,16,7,3358,3,70060000
Diogo De Bruyne,38,Spain,Dortmund,Primeira Liga,LB,67,74,61,65,59,51,73,18,3,5,1494,5,69190000
Paul Ronaldo,33,Chile,PSG,Primeira Liga,CB,70,70,83,81,60,73,50,13,3,2,1014,5,69490000
Luka Rashford,40,Colombia,Benfica,La Liga,LB,79,79,84,69,93,80,72,38,11,8,3192,0,78750000
Marcus Hernandez,31,Germany,Benfica,Eredivisie,RM,59,63,65,63,69,55,47,41,13,11,3075,3,60630000
Eduardo Mendy,22,Spain,Porto,Bundesliga,CB,65,65,62,59,75,50,72,43,18,11,3440,0,65460000
Eduardo Busquets,36,Spain,PSG,Serie A,RM,80,80,78,60,83,81,73,48,17,13,3408,2,80130000
Ferran Alcantara,28,Croatia,Liverpool,Eredivisie,LM,60,61,71,62,51,72,70,36,11,8,2628,4,60390000
David Suarez,17,France,Porto,Bundesliga,RW,55,57,47,43,51,52,57,33,10,13,1848,1,55960000
Mohamed Felix,39,Germany,Barcelona,Eredivisie,RM,65,65,49,75,65,65,62,38,14,9,3040,2,64920000
Bernardo Rice,26,Spain,Barcelona,Saudi League,CDM,80,90,85,93,81,90,95,27,10,8,2160,0,83980000
Bernardo Junior,23,Netherlands,Barcelona,Bundesliga,LW,69,72,70,75,66,83,75,16,6,6,1136,2,70040000
Alisson Olmo,18,Uruguay,Benfica,Ligue 1,LM,70,71,64,65,58,74,51,21,6,5,1680,1,70340000
Ferran Mbappe,37,Germany,Dortmund,Premier League,RW,58,58,69,55,64,53,71,13,1,4,1131,3,57310000
Erling Fernandes,38,Colombia,Dortmund,Eredivisie,RM,57,58,79,53,47,52,55,26,4,6,1560,4,56840000
Riyad Mahrez,19,Portugal,Manchester United,Serie A,LW,58,62,66,54,75,59,45,13,5,3,1157,3,59470000
Bernardo Courtois,37,Portugal,Porto,Ligue 1,LB,63,69,72,50,63,64,48,48,12,15,3984,1,65260000
Mohamed Reus,33,Germany,Ajax,Serie A,LB,63,69,62,57,73,66,81,18,7,4,1494,0,65090000
Phil Silva,23,USA,Chelsea,Saudi League,CDM,57,57,52,51,48,46,69,32,9,8,2880,1,56990000
Robert Alcantara,24,Argentina,Porto,Primeira Liga,CB,59,61,35,45,67,55,55,25,8,8,2250,5,59720000
Manuel Hernandez,17,Italy,Bayern Munich,Bundesliga,CF,73,73,72,77,68,66,78,24,6,8,1272,3,72960000
Mohamed Reus,39,Colombia,Al Nassr,Ligue 1,LB,77,77,89,77,67,77,70,18,4,4,1296,4,76420000
Jude Di Maria,34,England,Barcelona,Saudi League,LM,56,56,66,55,69,43,50,34,14,8,2006,0,56020000
Marc Valverde,17,Norway,Barcelona,Saudi League,LW,85,92,81,82,85,82,95,15,8,5,1215,1,87860000
Luka Junior,35,Colombia,Dortmund,Eredivisie,LW,76,84,76,97,61,76,78,46,14,10,3680,0,79200000
Sergio Salah,31,Spain,Manchester United,La Liga,RM,70,72,63,55,53,84,72,44,16,11,2552,2,70980000
Vinicius Mane,20,Croatia,Arsenal,Saudi League,CF,87,87,85,89,70,75,89,12,3,3,924,1,86750000
Rodrygo Salah,20,Brazil,Real Madrid,Eredivisie,LM,71,76,62,78,60,52,64,15,2,2,915,4,72700000
Robert Hernandez,39,USA,Ajax,La Liga,RM,88,88,97,86,81,74,78,28,9,5,1400,4,87670000
Benjamin Busquets,35,Chile,Al Hilal,Saudi League,RM,80,80,76,81,89,87,99,33,12,8,2112,2,79900000
Erling Suarez,18,Portugal,Bayern Munich,Eredivisie,RM,86,86,99,83,88,84,85,18,4,4,1476,5,85840000
Robert De Bruyne,18,Spain,Manchester United,Saudi League,RM,69,75,93,73,50,58,66,34,12,9,2142,1,71640000
Paul Mbappe,39,Japan,Arsenal,Ligue 1,LW,69,69,65,66,66,58,72,39,15,11,2535,1,68970000
Gavi Modric,40,Brazil,Benfica,Eredivisie,CM,70,75,76,69,51,79,67,26,7,9,1976,3,71550000
Joao Nkunku,21,Spain,Benfica,Serie A,RM,72,73,99,76,72,72,82,16,4,5,1136,0,72180000
Cristiano Mane,25,France,Al Nassr,Eredivisie,CAM,76,76,82,89,96,66,83,44,14,11,3608,5,76200000
Sergio Mendy,25,Colombia,PSG,Bundesliga,RB,63,72,46,64,60,72,53,42,15,11,3654,3,66850000
Kevin Camavinga,37,Argentina,Liverpool,La Liga,RB,59,65,53,55,62,56,69,10,0,4,770,0,60660000
Angel Haaland,29,Italy,Benfica,Ligue 1,CAM,66,73,65,52,67,76,64,46,16,9,4002,0,69020000
Karim Haaland,39,Uruguay,Manchester City,Ligue 1,CAM,78,83,88,79,77,65,73,11,3,4,627,1,79370000
Kevin Rice,37,Uruguay,Barcelona,La Liga,RM,74,74,54,80,73,84,78,15,8,3,780,5,73660000
Thomas Rashford,17,Croatia,Porto,Primeira Liga,CDM,52,52,65,44,56,53,44,35,10,8,2135,1,52160000
David Jota,31,Germany,AC Milan,Premier League,CM,57,57,48,50,63,50,39,29,8,7,2552,3,56780000
Luka Rashford,31,Morocco,Al Hilal,Primeira Liga,LW,60,60,68,42,55,53,74,37,11,9,1961,3,59930000
Jude Dias,19,Spain,Inter Milan,Eredivisie,LM,63,63,50,63,70,72,61,40,14,9,3520,4,63320000
Thiago Suarez,35,Morocco,Inter Milan,Saudi League,GK,74,81,59,64,83,82,69,21,7,5,1785,3,76450000
Federico Hernandez,31,Japan,Real Madrid,Premier League,CDM,68,70,65,63,79,50,63,15,3,4,840,2,68330000
David Busquets,30,Chile,Ajax,Bundesliga,RM,67,72,72,70,70,62,65,38,11,11,2394,4,68950000
Luka Gundogan,23,Belgium,Ajax,Saudi League,CDM,74,74,61,69,76,80,81,40,11,10,2400,4,74090000
Achraf Camavinga,22,Brazil,Dortmund,Saudi League,RW,75,84,64,97,68,74,73,45,17,10,2835,3,79010000
Neymar Haaland,22,Morocco,Juventus,Ligue 1,CM,79,79,88,84,83,83,81,31,11,8,1643,5,79110000
Bruno Ronaldo,32,Japan,Barcelona,Serie A,LW,68,79,72,71,69,69,64,38,11,8,1938,1,72310000
Sadio Haaland,21,USA,PSG,Saudi League,CDM,50,54,51,35,74,55,52,33,9,8,2673,0,51630000
Lionel Rice,24,Belgium,Al Hilal,Eredivisie,CB,79,86,91,94,81,80,77,37,11,11,2405,5,81870000
Sergio Camavinga,32,Germany,Atletico Madrid,Bundesliga,CM,77,80,79,81,80,82,83,48,16,13,3168,2,78360000
Angel Felix,17,Korea,Liverpool,Primeira Liga,LW,76,83,88,74,56,60,66,29,7,7,2291,4,78810000
Harry Havertz,23,Colombia,Porto,Saudi League,CDM,79,79,81,88,77,75,88,20,7,3,1740,3,78890000
Josko Olmo,22,Germany,Al Nassr,Ligue 1,ST,80,80,81,71,79,76,55,46,12,13,3174,3,80160000
Reece Pogba,40,Argentina,Sevilla,Primeira Liga,LW,50,50,63,66,51,55,57,24,9,5,1824,4,49650000
